EmployeeNumber,base_value,shap_feature_1,shap_value_1,shap_feature_2,shap_value_2,shap_feature_3,shap_value_3,shap_feature_4,shap_value_4,shap_feature_5,shap_value_5
1221,1.401708,JobInvolvement,1.329479,MaritalStatus,-0.835021,Age,-0.736561,WorkLifeBalance,-0.652626,StockOptionLevel,-0.639136
1224,1.401708,StockOptionLevel,-0.871213,YearsWithCurrManager,-0.845983,MaritalStatus,-0.839176,WorkLifeBalance,0.655953,RelationshipSatisfaction,0.564183
1225,1.401708,JobSatisfaction,-1.253702,EnvironmentSatisfaction,-0.93763,YearsWithCurrManager,-0.557899,WorkLifeBalance,-0.550598,YearsInCurrentRole,-0.549195
1226,1.401708,JobSatisfaction,-1.563266,JobInvolvement,-0.914808,DistanceFromHome,0.524252,YearsWithCurrManager,-0.516257,RelationshipSatisfaction,-0.477594
1228,1.401708,JobSatisfaction,-1.173853,EnvironmentSatisfaction,-0.971444,MaritalStatus,-0.62099,income_to_dept_avg,-0.57706,StockOptionLevel,-0.518995
1231,1.401708,JobInvolvement,-1.146385,Age,-1.001694,StockOptionLevel,-0.830336,EnvironmentSatisfaction,-0.782898,MonthlyIncome,-0.768803
1233,1.401708,JobInvolvement,-1.054415,JobSatisfaction,-0.902716,MonthlyIncome,-0.820678,MaritalStatus,-0.783703,YearsWithCurrManager,-0.693742
1234,1.401708,StockOptionLevel,-1.005522,PercentSalaryHike,-0.695278,WorkLifeBalance,-0.635502,DistanceFromHome,0.526064,BusinessTravel,0.512138
1235,1.401708,EnvironmentSatisfaction,-1.140061,MonthlyIncome,-0.831906,promotion_stagnation,-0.772658,total_satisfaction,-0.734301,RelationshipSatisfaction,-0.714188
1237,1.401708,income_to_dept_avg,-1.235753,DistanceFromHome,-1.232317,JobInvolvement,1.136627,MaritalStatus,-1.080223,StockOptionLevel,-1.040942
1238,1.401708,JobSatisfaction,-1.152055,EnvironmentSatisfaction,0.976454,YearsWithCurrManager,-0.938388,NumCompaniesWorked,-0.922276,promotion_stagnation,-0.841719
1239,1.401708,MaritalStatus,-1.065265,StockOptionLevel,-0.917447,NumCompaniesWorked,0.717521,Age,-0.622492,WorkLifeBalance,-0.528355
1240,1.401708,JobSatisfaction,-2.172109,NumCompaniesWorked,-0.766318,Education,-0.614323,WorkLifeBalance,-0.525274,MonthlyIncome,-0.433259
1241,1.401708,DistanceFromHome,-1.328485,StockOptionLevel,-0.898069,YearsInCurrentRole,-0.803356,NumCompaniesWorked,-0.779796,RelationshipSatisfaction,0.745716
1242,1.401708,income_to_dept_avg,-2.489057,EnvironmentSatisfaction,1.0869,TrainingTimesLastYear,-0.960155,Age,-0.87601,Education,-0.748223
1243,1.401708,JobSatisfaction,-1.161358,BusinessTravel,-1.0902,YearsWithCurrManager,-0.923992,TrainingTimesLastYear,-0.86591,WorkLifeBalance,0.668876
1244,1.401708,StockOptionLevel,-0.826168,EnvironmentSatisfaction,0.728244,burnout_proxy,0.710932,MonthlyIncome,-0.705292,total_satisfaction,-0.652302
1245,1.401708,DistanceFromHome,-1.416945,income_to_dept_avg,-1.110514,WorkLifeBalance,0.878817,StockOptionLevel,-0.757152,MaritalStatus,-0.640619
1246,1.401708,JobInvolvement,-1.381701,EnvironmentSatisfaction,0.926051,JobSatisfaction,-0.773577,total_satisfaction,0.715534,MonthlyIncome,-0.705386
1248,1.401708,income_to_dept_avg,1.360588,BusinessTravel,-0.899436,YearsWithCurrManager,0.893849,EnvironmentSatisfaction,0.873066,OverTime,0.78213
1249,1.401708,JobSatisfaction,-1.440077,DistanceFromHome,-1.14497,EnvironmentSatisfaction,0.922793,MaritalStatus,-0.784308,JobRole,-0.763461
1250,1.401708,income_to_dept_avg,-1.694928,JobSatisfaction,-1.418391,EnvironmentSatisfaction,-0.93711,YearsWithCurrManager,-0.821156,YearsInCurrentRole,-0.746197
1251,1.401708,JobRole,-1.545261,RelationshipSatisfaction,-1.096681,income_to_dept_avg,-0.606107,promotion_stagnation,-0.591454,MonthlyIncome,-0.539773
1252,1.401708,JobRole,-1.475373,promotion_stagnation,-1.246474,YearsInCurrentRole,-0.839259,YearsWithCurrManager,-0.810598,JobSatisfaction,0.78811
1254,1.401708,JobSatisfaction,-1.751695,NumCompaniesWorked,0.780892,WorkLifeBalance,-0.556669,RelationshipSatisfaction,-0.495943,MonthlyIncome,-0.48712
1255,1.401708,JobSatisfaction,-1.309289,income_to_dept_avg,-1.255557,JobInvolvement,1.236684,MonthlyIncome,0.437788,StockOptionLevel,-0.413661
1256,1.401708,income_to_dept_avg,-2.040213,EnvironmentSatisfaction,1.175401,Age,-0.711872,MonthlyIncome,-0.396331,total_satisfaction,-0.332084
1257,1.401708,promotion_stagnation,-1.43652,YearsInCurrentRole,-1.082662,Age,-0.716718,WorkLifeBalance,0.504043,StockOptionLevel,0.450437
1258,1.401708,JobInvolvement,-1.549358,EnvironmentSatisfaction,-1.193902,Age,-1.176166,DistanceFromHome,-0.704277,YearsWithCurrManager,0.65681
1259,1.401708,MonthlyIncome,-0.975681,MaritalStatus,-0.971469,PercentSalaryHike,0.828291,EnvironmentSatisfaction,0.753521,StockOptionLevel,-0.669303
1260,1.401708,JobSatisfaction,-1.268533,MonthlyIncome,-0.968121,JobRole,-0.935438,MaritalStatus,-0.793969,income_to_dept_avg,-0.720266
1263,1.401708,income_to_dept_avg,-1.855749,JobSatisfaction,-1.328435,EnvironmentSatisfaction,-1.279512,DistanceFromHome,-1.011225,NumCompaniesWorked,0.801675
1264,1.401708,income_to_dept_avg,-1.658323,DistanceFromHome,-1.27516,EnvironmentSatisfaction,-1.1716,JobSatisfaction,-1.062422,MaritalStatus,-0.872823
1265,1.401708,JobInvolvement,-1.412527,NumCompaniesWorked,-0.822334,TrainingTimesLastYear,-0.78915,RelationshipSatisfaction,-0.776933,JobRole,-0.71578
1267,1.401708,income_to_dept_avg,-1.399202,YearsWithCurrManager,-0.952354,YearsInCurrentRole,-0.902931,TrainingTimesLastYear,-0.796577,Age,-0.688044
1268,1.401708,NumCompaniesWorked,-0.908736,EnvironmentSatisfaction,-0.90377,MaritalStatus,-0.902102,JobInvolvement,-0.879911,promotion_stagnation,-0.797645
1269,1.401708,JobSatisfaction,-1.430202,JobInvolvement,-1.103447,burnout_proxy,0.893052,total_satisfaction,-0.872076,JobRole,-0.772108
1270,1.401708,DistanceFromHome,-1.552152,income_to_dept_avg,1.485762,EnvironmentSatisfaction,-0.843735,JobRole,-0.665458,RelationshipSatisfaction,-0.647739
1273,1.401708,income_to_dept_avg,1.62581,JobInvolvement,1.406112,burnout_proxy,0.875457,JobSatisfaction,-0.856074,OverTime,0.799885
1275,1.401708,JobSatisfaction,-1.842884,JobRole,-0.707574,burnout_proxy,0.68155,PercentSalaryHike,-0.671133,MonthlyIncome,-0.660883
1277,1.401708,JobInvolvement,1.65356,income_to_dept_avg,-1.486959,EnvironmentSatisfaction,1.072782,MaritalStatus,0.739726,burnout_proxy,0.651748
1278,1.401708,income_to_dept_avg,-1.35853,JobRole,-0.919581,EnvironmentSatisfaction,-0.747561,BusinessTravel,-0.700841,MaritalStatus,-0.675212
1279,1.401708,WorkLifeBalance,1.02487,EnvironmentSatisfaction,0.767289,MaritalStatus,0.607246,BusinessTravel,0.561377,PercentSalaryHike,-0.543071
1280,1.401708,income_to_dept_avg,-1.521869,EnvironmentSatisfaction,-1.29353,YearsWithCurrManager,-0.573063,WorkLifeBalance,-0.440393,promotion_stagnation,-0.440039
1281,1.401708,RelationshipSatisfaction,-1.100304,MonthlyIncome,-0.84386,DistanceFromHome,-0.834579,NumCompaniesWorked,-0.804778,JobSatisfaction,0.571372
1282,1.401708,income_to_dept_avg,-1.553876,MaritalStatus,-0.948048,YearsInCurrentRole,-0.857742,promotion_stagnation,-0.700491,EnvironmentSatisfaction,-0.670012
1283,1.401708,JobSatisfaction,-1.241842,TrainingTimesLastYear,-1.225543,NumCompaniesWorked,0.988134,EnvironmentSatisfaction,-0.929958,income_to_dept_avg,-0.768957
1285,1.401708,YearsWithCurrManager,-1.185809,MaritalStatus,-1.034672,StockOptionLevel,-0.85606,MonthlyIncome,-0.610844,WorkLifeBalance,-0.554461
1286,1.401708,DistanceFromHome,-1.772115,NumCompaniesWorked,-1.117092,EnvironmentSatisfaction,-0.996928,BusinessTravel,0.547073,PercentSalaryHike,0.524309
1288,1.401708,JobInvolvement,-1.367631,income_to_dept_avg,-1.18696,MaritalStatus,-0.93587,YearsInCurrentRole,-0.769007,YearsWithCurrManager,-0.676122
1289,1.401708,YearsInCurrentRole,-1.052305,YearsWithCurrManager,-0.726349,TrainingTimesLastYear,-0.659365,StockOptionLevel,-0.616953,RelationshipSatisfaction,-0.604105
1291,1.401708,NumCompaniesWorked,-0.919844,RelationshipSatisfaction,-0.818918,total_satisfaction,-0.739952,OverTime,0.680986,JobRole,-0.577683
1292,1.401708,Age,-1.370964,JobInvolvement,-1.333159,RelationshipSatisfaction,-0.848464,YearsWithCurrManager,0.595362,burnout_proxy,0.588095
1293,1.401708,EnvironmentSatisfaction,-1.039047,JobSatisfaction,-0.999911,YearsWithCurrManager,-0.878562,MonthlyIncome,0.65127,Education,-0.647917
1294,1.401708,YearsWithCurrManager,-0.978477,promotion_stagnation,-0.843966,MonthlyIncome,-0.830465,Age,-0.791874,RelationshipSatisfaction,-0.697078
1295,1.401708,EnvironmentSatisfaction,1.679686,JobSatisfaction,-0.789463,total_satisfaction,0.718953,DistanceFromHome,0.638537,PercentSalaryHike,0.538666
1296,1.401708,JobSatisfaction,-1.15864,EnvironmentSatisfaction,-1.092965,total_satisfaction,-0.926409,StockOptionLevel,-0.723508,OverTime,0.686413
1297,1.401708,TrainingTimesLastYear,-1.146691,Age,-0.736973,BusinessTravel,0.662563,WorkLifeBalance,0.655651,MonthlyIncome,-0.636297
1298,1.401708,BusinessTravel,-0.755114,MonthlyIncome,-0.739024,NumCompaniesWorked,0.721937,promotion_stagnation,-0.589906,MaritalStatus,0.569477
1299,1.401708,StockOptionLevel,-0.889028,OverTime,0.848627,burnout_proxy,0.813912,MaritalStatus,-0.754647,RelationshipSatisfaction,0.70064
1301,1.401708,DistanceFromHome,-1.515039,EnvironmentSatisfaction,-1.263823,JobSatisfaction,0.728314,MonthlyIncome,-0.721866,YearsWithCurrManager,-0.661061
1303,1.401708,DistanceFromHome,-1.465235,EnvironmentSatisfaction,-1.110438,RelationshipSatisfaction,-0.888966,WorkLifeBalance,0.617948,MonthlyIncome,-0.605184
1304,1.401708,JobInvolvement,-1.235827,JobSatisfaction,-0.949909,MonthlyIncome,-0.825685,promotion_stagnation,-0.699262,StockOptionLevel,-0.576774
1306,1.401708,income_to_dept_avg,-2.612681,Age,-0.972431,MonthlyIncome,-0.660978,MaritalStatus,0.491479,BusinessTravel,0.485084
1307,1.401708,income_to_dept_avg,-1.465301,MaritalStatus,-0.929374,NumCompaniesWorked,0.849298,YearsInCurrentRole,-0.727491,StockOptionLevel,-0.680154
1308,1.401708,EnvironmentSatisfaction,1.017809,MaritalStatus,-0.714028,WorkLifeBalance,-0.570933,YearsWithCurrManager,-0.568175,burnout_proxy,-0.557716
1309,1.401708,YearsWithCurrManager,1.058562,RelationshipSatisfaction,0.967019,EnvironmentSatisfaction,-0.631821,Age,0.494409,StockOptionLevel,-0.477664
1310,1.401708,JobSatisfaction,1.299167,RelationshipSatisfaction,0.78037,MaritalStatus,0.740357,StockOptionLevel,0.507715,DistanceFromHome,0.49942
1311,1.401708,JobSatisfaction,-1.220609,TrainingTimesLastYear,-1.100632,NumCompaniesWorked,-1.024842,RelationshipSatisfaction,0.625857,EnvironmentSatisfaction,0.586305
1312,1.401708,JobRole,-1.188682,TrainingTimesLastYear,0.759628,EnvironmentSatisfaction,-0.752739,Education,-0.65942,Age,-0.610066
1314,1.401708,EnvironmentSatisfaction,-1.509893,DistanceFromHome,-1.234813,JobSatisfaction,0.632073,income_to_dept_avg,-0.513664,Age,-0.46743
1315,1.401708,BusinessTravel,-1.137703,JobInvolvement,1.086344,JobSatisfaction,-0.968354,TrainingTimesLastYear,-0.884671,NumCompaniesWorked,-0.883517
1317,1.401708,income_to_dept_avg,-2.245916,EnvironmentSatisfaction,-1.100639,burnout_proxy,0.923837,JobSatisfaction,0.681916,Age,-0.657129
1318,1.401708,EnvironmentSatisfaction,-1.168241,burnout_proxy,0.841662,Education,-0.662191,YearsWithCurrManager,0.649708,Age,-0.617983
1319,1.401708,burnout_proxy,0.785211,MaritalStatus,0.642034,StockOptionLevel,0.578429,WorkLifeBalance,0.562221,OverTime,0.446836
1321,1.401708,income_to_dept_avg,-1.055977,StockOptionLevel,-0.698434,promotion_stagnation,-0.670508,EducationField,-0.597601,DistanceFromHome,0.587712
1322,1.401708,TrainingTimesLastYear,-1.418779,NumCompaniesWorked,-0.706678,EnvironmentSatisfaction,0.638951,RelationshipSatisfaction,0.539235,MaritalStatus,0.531176
1324,1.401708,BusinessTravel,-1.095325,MaritalStatus,-0.975595,StockOptionLevel,-0.828688,DistanceFromHome,-0.720746,burnout_proxy,0.689784
1329,1.401708,JobInvolvement,1.243736,YearsWithCurrManager,-1.058753,BusinessTravel,-0.99689,promotion_stagnation,-0.931439,MonthlyIncome,-0.751541
1331,1.401708,EnvironmentSatisfaction,-1.123798,DistanceFromHome,-0.953709,OverTime,0.854438,BusinessTravel,0.75129,RelationshipSatisfaction,0.733865
1333,1.401708,EnvironmentSatisfaction,0.958782,JobSatisfaction,0.917707,Age,-0.663972,YearsWithCurrManager,-0.613974,WorkLifeBalance,-0.528025
1334,1.401708,income_to_dept_avg,-1.256779,NumCompaniesWorked,-1.00966,BusinessTravel,-0.946242,promotion_stagnation,-0.770107,YearsWithCurrManager,-0.712001
1336,1.401708,JobInvolvement,1.40222,EnvironmentSatisfaction,-1.045771,income_to_dept_avg,-0.918848,YearsWithCurrManager,-0.822466,TrainingTimesLastYear,-0.760929
1338,1.401708,income_to_dept_avg,-1.830536,EnvironmentSatisfaction,-0.953025,Age,-0.724903,Education,-0.598088,TotalWorkingYears,-0.593411
1340,1.401708,YearsWithCurrManager,0.963959,MaritalStatus,-0.809498,StockOptionLevel,-0.808083,BusinessTravel,-0.799174,Age,-0.713889
1344,1.401708,EnvironmentSatisfaction,-1.04555,JobSatisfaction,-0.923629,NumCompaniesWorked,-0.913831,JobRole,-0.8411,TrainingTimesLastYear,0.660982
1346,1.401708,JobSatisfaction,-1.530001,Age,-0.660703,WorkLifeBalance,-0.577977,YearsWithCurrManager,-0.576521,MonthlyIncome,-0.517807
1349,1.401708,DistanceFromHome,-1.140239,MaritalStatus,-0.95101,RelationshipSatisfaction,-0.745049,JobSatisfaction,0.742603,NumCompaniesWorked,-0.565227
1350,1.401708,Education,-0.665664,MonthlyIncome,-0.663485,WorkLifeBalance,-0.494573,OverTime,0.447224,YearsWithCurrManager,0.445686
1352,1.401708,income_to_dept_avg,-1.466493,MaritalStatus,-1.111669,YearsInCurrentRole,-0.850974,YearsWithCurrManager,-0.80829,burnout_proxy,0.648713
1355,1.401708,MaritalStatus,-0.976855,RelationshipSatisfaction,-0.745759,JobSatisfaction,0.625577,StockOptionLevel,-0.570503,Age,-0.544962
1356,1.401708,TrainingTimesLastYear,-1.642715,RelationshipSatisfaction,-0.951247,MonthlyIncome,-0.822635,income_to_dept_avg,-0.553692,WorkLifeBalance,-0.540182
1358,1.401708,TrainingTimesLastYear,-1.013699,JobSatisfaction,-0.994643,EnvironmentSatisfaction,-0.95444,StockOptionLevel,-0.706238,WorkLifeBalance,0.603377
1360,1.401708,WorkLifeBalance,0.861374,NumCompaniesWorked,0.788541,burnout_proxy,0.723922,TrainingTimesLastYear,0.671378,JobSatisfaction,0.665689
1361,1.401708,DistanceFromHome,-1.417891,StockOptionLevel,-0.694638,Education,-0.666069,Age,-0.565797,PercentSalaryHike,-0.533969
1362,1.401708,JobInvolvement,-1.536884,promotion_stagnation,-0.779793,EnvironmentSatisfaction,0.714469,YearsWithCurrManager,-0.693847,StockOptionLevel,-0.686515
1363,1.401708,JobSatisfaction,-1.431305,EnvironmentSatisfaction,-1.125239,YearsInCurrentRole,-0.684572,YearsWithCurrManager,-0.683225,promotion_stagnation,-0.666997
1364,1.401708,JobInvolvement,-1.17677,JobSatisfaction,-1.112196,StockOptionLevel,-0.774783,YearsWithCurrManager,0.754389,MonthlyIncome,-0.56373
1367,1.401708,income_to_dept_avg,-2.144941,EnvironmentSatisfaction,-1.329603,TotalWorkingYears,-0.725526,Age,-0.58107,WorkLifeBalance,0.487459
1368,1.401708,income_to_dept_avg,1.529424,DistanceFromHome,-1.497465,JobSatisfaction,-1.250474,BusinessTravel,-1.100908,YearsWithCurrManager,1.098207
1369,1.401708,DistanceFromHome,-1.395861,JobSatisfaction,-1.334937,EnvironmentSatisfaction,-1.057151,NumCompaniesWorked,-0.814058,MonthlyIncome,-0.733612
1371,1.401708,JobSatisfaction,-1.696995,JobInvolvement,1.385943,EnvironmentSatisfaction,-1.129972,total_satisfaction,-0.778091,PercentSalaryHike,-0.669851
1372,1.401708,JobInvolvement,-0.955294,burnout_proxy,0.916411,promotion_stagnation,-0.84074,NumCompaniesWorked,0.708296,EnvironmentSatisfaction,0.702312
1373,1.401708,income_to_dept_avg,-1.656938,EnvironmentSatisfaction,-0.896507,burnout_proxy,0.832,YearsInCurrentRole,-0.763858,YearsWithCurrManager,-0.762362
1374,1.401708,EnvironmentSatisfaction,1.036905,BusinessTravel,-1.008584,YearsWithCurrManager,0.844021,MaritalStatus,-0.829752,StockOptionLevel,-0.77879
1375,1.401708,JobInvolvement,-1.247966,JobRole,-0.923716,MaritalStatus,-0.867231,MonthlyIncome,-0.775815,StockOptionLevel,-0.766478
1377,1.401708,StockOptionLevel,-0.841379,MonthlyIncome,-0.769213,RelationshipSatisfaction,0.534483,burnout_proxy,-0.458978,WorkLifeBalance,-0.454801
1379,1.401708,JobSatisfaction,-1.388703,NumCompaniesWorked,0.937422,YearsWithCurrManager,0.895627,Age,0.690346,BusinessTravel,0.686552
1380,1.401708,TrainingTimesLastYear,0.953438,DistanceFromHome,0.942222,WorkLifeBalance,0.767646,StockOptionLevel,-0.739777,burnout_proxy,0.631426
1382,1.401708,JobInvolvement,-1.222374,EnvironmentSatisfaction,-1.110583,MonthlyIncome,-0.722071,PercentSalaryHike,0.703446,StockOptionLevel,-0.673841
1383,1.401708,JobSatisfaction,-1.061562,JobRole,-0.990493,YearsWithCurrManager,-0.852675,promotion_stagnation,-0.836479,income_to_dept_avg,-0.626268
1387,1.401708,StockOptionLevel,-0.852013,JobSatisfaction,0.708674,MonthlyIncome,-0.546229,WorkLifeBalance,-0.543984,TrainingTimesLastYear,0.530892
1389,1.401708,StockOptionLevel,-0.958796,EnvironmentSatisfaction,-0.816668,MonthlyIncome,-0.813444,WorkLifeBalance,0.735637,DistanceFromHome,0.629507
1390,1.401708,EnvironmentSatisfaction,1.144994,JobSatisfaction,-1.121607,Education,-0.780895,MonthlyIncome,-0.772632,StockOptionLevel,-0.562619
1391,1.401708,TrainingTimesLastYear,-0.662011,BusinessTravel,0.579357,MonthlyIncome,0.569812,Age,-0.520664,PercentSalaryHike,0.512207
1392,1.401708,JobSatisfaction,-1.39812,EnvironmentSatisfaction,-0.997414,MonthlyIncome,-0.891077,MaritalStatus,-0.803359,StockOptionLevel,-0.715276
1394,1.401708,Age,-0.880591,NumCompaniesWorked,0.775332,total_satisfaction,-0.71522,RelationshipSatisfaction,-0.620297,burnout_proxy,0.608738
1395,1.401708,JobSatisfaction,-1.770416,NumCompaniesWorked,0.704573,OverTime,-0.451206,RelationshipSatisfaction,0.444123,MonthlyIncome,0.439614
1396,1.401708,StockOptionLevel,-0.94013,NumCompaniesWorked,-0.723102,DistanceFromHome,-0.670506,RelationshipSatisfaction,0.648497,MonthlyIncome,-0.513543
1397,1.401708,income_to_dept_avg,-1.06994,JobRole,-0.789376,BusinessTravel,-0.737821,StockOptionLevel,-0.498446,Age,-0.446139
1399,1.401708,JobInvolvement,-1.548156,MonthlyIncome,-0.656945,YearsWithCurrManager,-0.621067,StockOptionLevel,0.558517,EnvironmentSatisfaction,0.535513
1401,1.401708,income_to_dept_avg,-1.68773,JobInvolvement,-1.444692,EnvironmentSatisfaction,-1.034476,StockOptionLevel,-0.609522,TotalWorkingYears,-0.588617
1402,1.401708,promotion_stagnation,-1.277509,WorkLifeBalance,0.893655,total_satisfaction,-0.752026,EnvironmentSatisfaction,0.716248,MonthlyIncome,-0.618731
1403,1.401708,EnvironmentSatisfaction,-0.97533,JobSatisfaction,-0.970541,MonthlyIncome,-0.796766,burnout_proxy,0.725176,RelationshipSatisfaction,-0.617021
1405,1.401708,burnout_proxy,1.014851,OverTime,0.885875,EnvironmentSatisfaction,-0.814555,RelationshipSatisfaction,-0.656297,DistanceFromHome,0.608981
1407,1.401708,JobSatisfaction,-1.86547,NumCompaniesWorked,-1.045597,RelationshipSatisfaction,-0.854775,EnvironmentSatisfaction,0.68277,JobRole,-0.602635
1408,1.401708,income_to_dept_avg,-1.634606,YearsWithCurrManager,-0.861175,TrainingTimesLastYear,-0.850999,JobSatisfaction,0.676544,NumCompaniesWorked,-0.657428
1409,1.401708,WorkLifeBalance,1.144253,JobSatisfaction,0.928283,Age,-0.759674,StockOptionLevel,0.607675,total_satisfaction,-0.493895
1411,1.401708,TrainingTimesLastYear,-1.505816,EnvironmentSatisfaction,1.070715,Age,-0.677131,JobSatisfaction,-0.547128,WorkLifeBalance,-0.53059
1412,1.401708,JobSatisfaction,-2.062212,total_satisfaction,-0.733776,Age,-0.500018,WorkLifeBalance,-0.478415,YearsWithCurrManager,-0.44586
1415,1.401708,DistanceFromHome,-1.615733,JobSatisfaction,-1.229944,EnvironmentSatisfaction,0.754436,PercentSalaryHike,0.534924,income_to_dept_avg,-0.478991
1417,1.401708,JobInvolvement,-1.390673,RelationshipSatisfaction,-1.153735,NumCompaniesWorked,-0.669648,promotion_stagnation,-0.654345,JobSatisfaction,0.646675
1419,1.401708,promotion_stagnation,-1.534725,YearsWithCurrManager,-0.993552,YearsInCurrentRole,-0.989998,total_satisfaction,-0.817132,JobSatisfaction,0.626629
1420,1.401708,JobSatisfaction,1.165912,EnvironmentSatisfaction,0.94281,MaritalStatus,0.754425,Age,-0.584828,RelationshipSatisfaction,0.578388
1421,1.401708,JobRole,-0.888926,JobSatisfaction,-0.858041,RelationshipSatisfaction,0.842858,DistanceFromHome,0.636801,OverTime,0.626643
1422,1.401708,income_to_dept_avg,-1.236083,DistanceFromHome,-1.212039,JobSatisfaction,-0.862087,EnvironmentSatisfaction,-0.839469,NumCompaniesWorked,0.771759
1423,1.401708,DistanceFromHome,-1.062946,income_to_dept_avg,-0.944058,StockOptionLevel,-0.608711,JobSatisfaction,0.551989,EnvironmentSatisfaction,-0.551763
1424,1.401708,income_to_dept_avg,-1.643717,JobSatisfaction,-1.13338,JobInvolvement,-1.046802,DistanceFromHome,-0.894885,TotalWorkingYears,-0.523177
